,AIR,ANIMALS,APOLLO,APPLE,ARK,ARM,ARROW,ASS,BASKET,BATH,BEAR,BELL,BIRD,BIRDS,BLOOD,BOAT,BODY,BOOK,BOTTLE,BOW,BOX,BRANCH,BRIDGE,CASTLE,CHAIN,CHARIOT,CHILD,CIRCLE,CITY,CLOAK,CLOTHES,CLOUDS,COLD,COLUMN,COMBAT,COW,CROSS,CROWD,CROWN,CRYSTAL,DANCE,DARKNESS,DEATH,DESERT,DESTRUCTION,DEVIL,DISGUISE,DOG,DOOR,DOVE,DRAGON,DRINK,DUST,DWARF,EAGLE,EARTH,EGYPT,EMPEROR,EVE,EYE,FARMER,FATHER,FIELDS,FIGHT,FIRE,FISH,FLIGHT,FLUTE,FOOT,FOREST,FOUNTAIN,FRUIT,GARDEN,GARLAND,GIANT,GOBLET,GOLD,HAIR,HALO,HAND,HARE,HAT,HEAD,HEART,HEAVEN,HELL,HERO,HORNS,HORSE,HOUSE,HUNT,HUNTER,INSTRUMENTS,ISLAND,IVY,JOURNEY,JUPITER,KING,KNIFE,LAMP,LAUREL,LIFE,LIGHT,LION,LOVE,LOVER,MAN,MARRIAGE,MARS,MASK,MEADOW,MIRROR,MIST,MOON,MOTHER,MOUNTAIN,MOUTH,MUSIC,MUSICIAN,NATURE,NIGHT,NUMBERS,TEN,NYMPHS,PALACE,PAN,PARADISE,PILLAR,POINT,POMEGRANATE,POWER,PRINCE,PROCESSION,RADIANCE,RELIEF,RING,RIVER,ROCK,ROOM,RUINS,SACRIFICE,SEA,SEASONS,SECRET,SERPENT,SHEPHERD,SHIP,SIGN,SKIN,SKULL,SNOW,SPACE,STAG,STARS,STONE,STORM,STRENGTH,SUN,SWORD,TEMPLE,THORN,THREAD,THRONE,TIME,TOMB,TOWER,TREASURE,TREE,TRIUMPH,TWILIGHT,VALLEY,VENUS,VESSEL,VICTORY,VINE,VOYAGE,WALL,WAR,WARRIORS,WATER,WAVES,WEAVING,WELL,WEST,WHEEL,WHITE,WIND,WINDOW,WINE,WINGS,WOLF,WOMAN,WOOD,WORLD
GIANT,16.0,31.0,6.0,4.0,25.0,14.0,4.0,37.0,2.0,6.0,10.0,6.0,23.0,9.0,25.0,9.0,10.0,11.0,2.0,5.0,7.0,3.0,11.0,16.0,12.0,16.0,19.0,15.0,18.0,7.0,15.0,9.0,5.0,18.0,11.0,5.0,22.0,4.0,17.0,5.0,13.0,13.0,30.0,12.0,16.0,9.0,5.0,13.0,6.0,9.0,36.0,8.0,5.0,17.0,31.0,20.0,14.0,13.0,38.0,21.0,14.0,11.0,6.0,16.0,27.0,16.0,10.0,4.0,8.0,13.0,12.0,1.0,11.0,7.0,60.0,10.0,14.0,7.0,7.0,21.0,13.0,49.0,24.0,9.0,17.0,15.0,28.0,20.0,24.0,15.0,6.0,14.0,5.0,9.0,1.0,18.0,7.0,36.0,4.0,4.0,7.0,30.0,19.0,22.0,11.0,8.0,45.0,7.0,17.0,12.0,2.0,18.0,12.0,16.0,23.0,26.0,16.0,25.0,5.0,20.0,14.0,10.0,30.0,7.0,9.0,9.0,2.0,6.0,19.0,5.0,31.0,6.0,20.0,3.0,6.0,27.0,8.0,12.0,12.0,6.0,16.0,14.0,9.0,9.0,30.0,2.0,20.0,42.0,13.0,8.0,3.0,27.0,21.0,12.0,25.0,5.0,14.0,21.0,28.0,25.0,4.0,1.0,5.0,30.0,1.0,17.0,20.0,23.0,13.0,16.0,9.0,5.0,4.0,14.0,8.0,8.0,15.0,32.0,5.0,25.0,4.0,4.0,21.0,13.0,24.0,13.0,9.0,5.0,9.0,14.0,8.0,17.0,12.0,25.0
GOBLET,4.0,13.0,1.0,0.0,11.0,7.0,2.0,13.0,1.0,2.0,2.0,2.0,9.0,5.0,9.0,6.0,5.0,6.0,0.0,5.0,3.0,0.0,5.0,6.0,5.0,4.0,8.0,7.0,6.0,3.0,7.0,4.0,3.0,7.0,4.0,3.0,9.0,2.0,9.0,4.0,6.0,5.0,8.0,6.0,7.0,4.0,1.0,6.0,0.0,5.0,10.0,5.0,1.0,2.0,10.0,7.0,5.0,4.0,8.0,7.0,5.0,4.0,3.0,5.0,7.0,7.0,3.0,1.0,4.0,4.0,4.0,0.0,4.0,3.0,10.0,18.0,7.0,3.0,5.0,8.0,7.0,15.0,7.0,6.0,8.0,6.0,7.0,9.0,8.0,5.0,2.0,8.0,3.0,4.0,0.0,8.0,3.0,13.0,3.0,2.0,3.0,7.0,5.0,7.0,4.0,4.0,10.0,4.0,6.0,3.0,2.0,11.0,4.0,8.0,8.0,8.0,8.0,8.0,1.0,5.0,4.0,6.0,10.0,2.0,6.0,4.0,2.0,3.0,5.0,2.0,9.0,3.0,6.0,2.0,3.0,7.0,3.0,3.0,4.0,3.0,4.0,6.0,2.0,5.0,8.0,2.0,9.0,12.0,4.0,3.0,1.0,12.0,4.0,5.0,8.0,3.0,2.0,6.0,11.0,11.0,3.0,0.0,1.0,12.0,1.0,5.0,5.0,7.0,3.0,7.0,3.0,2.0,3.0,1.0,2.0,4.0,6.0,6.0,3.0,9.0,2.0,2.0,6.0,2.0,11.0,6.0,3.0,2.0,3.0,6.0,5.0,7.0,2.0,12.0
GOLD,31.0,37.0,10.0,5.0,28.0,16.0,7.0,57.0,2.0,5.0,16.0,5.0,19.0,10.0,29.0,7.0,19.0,11.0,0.0,7.0,5.0,5.0,7.0,18.0,15.0,17.0,20.0,17.0,21.0,7.0,14.0,9.0,5.0,14.0,6.0,6.0,24.0,2.0,24.0,4.0,18.0,13.0,25.0,12.0,11.0,9.0,2.0,13.0,5.0,10.0,37.0,6.0,6.0,4.0,28.0,28.0,21.0,11.0,52.0,15.0,6.0,11.0,5.0,9.0,31.0,9.0,8.0,2.0,8.0,9.0,7.0,4.0,12.0,7.0,14.0,7.0,83.0,10.0,7.0,25.0,8.0,71.0,30.0,18.0,32.0,16.0,17.0,12.0,18.0,9.0,8.0,14.0,3.0,8.0,1.0,14.0,10.0,43.0,3.0,5.0,7.0,36.0,30.0,28.0,15.0,5.0,63.0,7.0,13.0,7.0,2.0,15.0,22.0,23.0,22.0,28.0,14.0,23.0,1.0,20.0,17.0,13.0,49.0,4.0,11.0,16.0,9.0,7.0,30.0,5.0,27.0,5.0,15.0,6.0,6.0,43.0,4.0,5.0,6.0,3.0,14.0,19.0,10.0,9.0,18.0,3.0,32.0,57.0,10.0,6.0,5.0,29.0,29.0,11.0,25.0,5.0,17.0,32.0,20.0,29.0,4.0,5.0,4.0,40.0,5.0,17.0,16.0,27.0,15.0,14.0,4.0,10.0,3.0,10.0,6.0,6.0,10.0,36.0,3.0,37.0,5.0,2.0,26.0,15.0,24.0,25.0,8.0,4.0,6.0,11.0,13.0,14.0,9.0,37.0
HAIR,23.0,16.0,8.0,1.0,11.0,8.0,4.0,18.0,3.0,4.0,6.0,3.0,14.0,7.0,15.0,4.0,11.0,4.0,0.0,5.0,6.0,3.0,4.0,8.0,8.0,11.0,6.0,6.0,10.0,5.0,6.0,3.0,3.0,7.0,3.0,4.0,11.0,3.0,12.0,1.0,3.0,1.0,11.0,8.0,8.0,8.0,2.0,6.0,2.0,3.0,18.0,0.0,2.0,5.0,15.0,12.0,10.0,4.0,18.0,11.0,5.0,5.0,1.0,7.0,13.0,9.0,6.0,3.0,6.0,7.0,7.0,0.0,4.0,5.0,7.0,3.0,10.0,30.0,3.0,16.0,8.0,22.0,20.0,6.0,10.0,8.0,9.0,9.0,14.0,9.0,4.0,5.0,3.0,4.0,0.0,5.0,1.0,14.0,1.0,2.0,2.0,17.0,11.0,8.0,3.0,2.0,23.0,3.0,4.0,7.0,2.0,9.0,8.0,10.0,12.0,13.0,10.0,8.0,2.0,13.0,6.0,4.0,10.0,4.0,4.0,9.0,5.0,4.0,13.0,3.0,12.0,2.0,6.0,2.0,1.0,14.0,3.0,6.0,3.0,2.0,5.0,12.0,6.0,5.0,17.0,2.0,11.0,19.0,9.0,6.0,2.0,12.0,7.0,6.0,11.0,5.0,8.0,13.0,8.0,10.0,2.0,4.0,5.0,12.0,1.0,8.0,8.0,12.0,6.0,7.0,3.0,4.0,3.0,2.0,4.0,4.0,6.0,11.0,2.0,17.0,7.0,3.0,13.0,5.0,7.0,7.0,6.0,4.0,5.0,8.0,4.0,16.0,5.0,12.0
HALO,12.0,12.0,3.0,1.0,10.0,7.0,3.0,16.0,1.0,1.0,3.0,2.0,12.0,6.0,7.0,6.0,8.0,4.0,1.0,3.0,3.0,0.0,5.0,4.0,4.0,4.0,9.0,11.0,11.0,4.0,7.0,4.0,4.0,7.0,5.0,2.0,12.0,4.0,10.0,4.0,7.0,5.0,12.0,5.0,4.0,5.0,1.0,6.0,4.0,3.0,11.0,3.0,2.0,3.0,10.0,11.0,6.0,3.0,15.0,10.0,4.0,2.0,1.0,3.0,11.0,6.0,9.0,2.0,6.0,4.0,8.0,2.0,6.0,4.0,7.0,5.0,7.0,3.0,21.0,9.0,5.0,18.0,13.0,8.0,12.0,8.0,6.0,9.0,8.0,6.0,2.0,6.0,1.0,5.0,0.0,9.0,7.0,13.0,2.0,5.0,5.0,9.0,13.0,7.0,7.0,4.0,19.0,3.0,4.0,4.0,2.0,9.0,4.0,5.0,7.0,14.0,6.0,9.0,1.0,7.0,6.0,8.0,12.0,3.0,5.0,6.0,7.0,4.0,10.0,2.0,12.0,1.0,4.0,3.0,1.0,11.0,4.0,6.0,3.0,3.0,3.0,5.0,6.0,4.0,6.0,1.0,10.0,14.0,3.0,2.0,2.0,10.0,7.0,4.0,8.0,4.0,6.0,10.0,8.0,12.0,5.0,1.0,3.0,13.0,1.0,6.0,6.0,11.0,3.0,7.0,3.0,2.0,1.0,3.0,4.0,5.0,7.0,10.0,3.0,11.0,2.0,1.0,11.0,7.0,11.0,9.0,6.0,4.0,3.0,7.0,4.0,5.0,1.0,11.0
HAND,44.0,57.0,10.0,3.0,41.0,36.0,8.0,77.0,6.0,7.0,19.0,7.0,39.0,18.0,35.0,9.0,28.0,15.0,2.0,9.0,10.0,8.0,10.0,19.0,17.0,21.0,16.0,25.0,31.0,14.0,16.0,14.0,7.0,25.0,10.0,7.0,39.0,5.0,26.0,7.0,16.0,17.0,44.0,14.0,20.0,13.0,2.0,13.0,12.0,13.0,47.0,9.0,6.0,9.0,39.0,40.0,32.0,20.0,73.0,35.0,8.0,17.0,3.0,22.0,43.0,24.0,15.0,7.0,17.0,13.0,18.0,4.0,12.0,9.0,21.0,8.0,25.0,16.0,9.0,123.0,15.0,104.0,46.0,20.0,41.0,24.0,26.0,32.0,30.0,21.0,6.0,16.0,8.0,15.0,2.0,19.0,15.0,65.0,7.0,7.0,6.0,46.0,36.0,22.0,20.0,11.0,90.0,10.0,19.0,13.0,5.0,25.0,19.0,35.0,28.0,50.0,18.0,38.0,7.0,39.0,19.0,15.0,69.0,6.0,11.0,25.0,7.0,11.0,52.0,6.0,50.0,5.0,19.0,6.0,9.0,53.0,10.0,11.0,11.0,3.0,22.0,35.0,16.0,11.0,35.0,7.0,51.0,92.0,13.0,7.0,4.0,41.0,29.0,14.0,34.0,9.0,16.0,37.0,43.0,41.0,5.0,4.0,11.0,61.0,4.0,16.0,15.0,35.0,18.0,15.0,12.0,10.0,6.0,16.0,11.0,8.0,17.0,55.0,5.0,56.0,10.0,4.0,40.0,25.0,34.0,20.0,16.0,8.0,12.0,23.0,7.0,21.0,12.0,51.0
HARE,10.0,17.0,3.0,2.0,11.0,9.0,3.0,18.0,2.0,5.0,6.0,2.0,14.0,10.0,12.0,7.0,3.0,7.0,0.0,3.0,7.0,2.0,8.0,7.0,6.0,11.0,9.0,12.0,10.0,3.0,10.0,5.0,2.0,11.0,4.0,6.0,13.0,2.0,10.0,4.0,8.0,7.0,15.0,9.0,9.0,5.0,4.0,13.0,4.0,4.0,16.0,3.0,2.0,5.0,17.0,7.0,11.0,8.0,15.0,9.0,8.0,3.0,3.0,7.0,13.0,10.0,4.0,4.0,6.0,8.0,7.0,1.0,8.0,6.0,13.0,7.0,8.0,8.0,5.0,15.0,28.0,20.0,14.0,9.0,13.0,8.0,10.0,13.0,13.0,9.0,5.0,8.0,3.0,5.0,1.0,9.0,2.0,17.0,3.0,4.0,6.0,13.0,10.0,11.0,2.0,4.0,20.0,6.0,7.0,6.0,2.0,15.0,3.0,12.0,13.0,19.0,9.0,15.0,1.0,12.0,9.0,8.0,12.0,6.0,6.0,8.0,2.0,4.0,7.0,4.0,11.0,2.0,10.0,2.0,3.0,16.0,4.0,4.0,6.0,6.0,9.0,10.0,7.0,4.0,15.0,2.0,12.0,18.0,8.0,5.0,1.0,19.0,10.0,8.0,11.0,5.0,5.0,12.0,13.0,13.0,3.0,0.0,4.0,14.0,2.0,12.0,9.0,13.0,5.0,9.0,6.0,4.0,3.0,5.0,6.0,4.0,10.0,14.0,3.0,16.0,2.0,5.0,10.0,4.0,13.0,5.0,9.0,6.0,6.0,7.0,6.0,13.0,4.0,14.0
HAT,97.0,127.0,28.0,11.0,93.0,70.0,25.0,228.0,6.0,12.0,57.0,19.0,82.0,35.0,69.0,29.0,67.0,33.0,6.0,25.0,18.0,16.0,20.0,46.0,33.0,40.0,48.0,71.0,70.0,27.0,35.0,24.0,16.0,44.0,25.0,14.0,96.0,13.0,57.0,14.0,37.0,39.0,104.0,28.0,40.0,34.0,14.0,28.0,23.0,19.0,102.0,14.0,13.0,16.0,80.0,118.0,93.0,41.0,243.0,57.0,22.0,30.0,10.0,38.0,108.0,46.0,31.0,13.0,28.0,25.0,32.0,11.0,32.0,21.0,49.0,15.0,71.0,22.0,18.0,104.0,20.0,427.0,101.0,48.0,100.0,48.0,61.0,56.0,63.0,37.0,15.0,36.0,11.0,26.0,5.0,48.0,29.0,154.0,9.0,17.0,12.0,147.0,99.0,57.0,58.0,16.0,276.0,16.0,41.0,23.0,9.0,50.0,59.0,70.0,70.0,105.0,35.0,66.0,10.0,87.0,53.0,33.0,204.0,17.0,18.0,73.0,15.0,15.0,130.0,11.0,113.0,12.0,48.0,8.0,11.0,165.0,20.0,26.0,21.0,6.0,49.0,69.0,34.0,19.0,75.0,8.0,113.0,251.0,21.0,16.0,11.0,107.0,66.0,28.0,74.0,14.0,46.0,94.0,84.0,98.0,14.0,13.0,13.0,158.0,10.0,42.0,39.0,78.0,37.0,30.0,20.0,23.0,13.0,34.0,29.0,20.0,37.0,137.0,11.0,142.0,14.0,7.0,99.0,45.0,75.0,60.0,37.0,16.0,14.0,50.0,19.0,44.0,27.0,149.0
HEAD,53.0,67.0,14.0,4.0,40.0,33.0,11.0,83.0,6.0,6.0,28.0,11.0,41.0,20.0,30.0,14.0,35.0,14.0,2.0,10.0,12.0,8.0,17.0,25.0,16.0,26.0,22.0,37.0,36.0,13.0,20.0,14.0,7.0,23.0,10.0,11.0,47.0,6.0,35.0,6.0,19.0,20.0,43.0,19.0,22.0,17.0,7.0,15.0,14.0,13.0,56.0,7.0,7.0,9.0,46.0,42.0,42.0,23.0,76.0,36.0,11.0,15.0,7.0,17.0,43.0,24.0,19.0,5.0,16.0,15.0,15.0,5.0,15.0,14.0,24.0,7.0,30.0,20.0,13.0,46.0,14.0,101.0,124.0,23.0,45.0,33.0,26.0,32.0,36.0,21.0,9.0,21.0,6.0,15.0,0.0,21.0,16.0,58.0,4.0,7.0,8.0,52.0,44.0,35.0,26.0,9.0,102.0,10.0,21.0,18.0,5.0,23.0,22.0,38.0,33.0,53.0,24.0,37.0,5.0,35.0,22.0,19.0,63.0,9.0,8.0,29.0,10.0,10.0,51.0,5.0,53.0,6.0,23.0,5.0,5.0,61.0,14.0,16.0,13.0,6.0,20.0,26.0,19.0,10.0,37.0,3.0,47.0,86.0,14.0,11.0,7.0,48.0,33.0,18.0,35.0,8.0,20.0,41.0,38.0,43.0,8.0,4.0,12.0,63.0,7.0,22.0,18.0,42.0,19.0,17.0,14.0,9.0,6.0,14.0,16.0,10.0,21.0,53.0,7.0,58.0,10.0,6.0,49.0,22.0,37.0,30.0,21.0,10.0,8.0,25.0,12.0,27.0,12.0,58.0
HEART,16.0,26.0,8.0,4.0,24.0,17.0,8.0,34.0,2.0,4.0,6.0,5.0,23.0,10.0,12.0,10.0,12.0,8.0,1.0,8.0,6.0,4.0,8.0,14.0,10.0,11.0,9.0,20.0,13.0,4.0,12.0,6.0,6.0,17.0,5.0,5.0,26.0,3.0,17.0,2.0,9.0,8.0,21.0,11.0,10.0,6.0,5.0,11.0,6.0,5.0,25.0,4.0,4.0,6.0,18.0,22.0,18.0,8.0,36.0,17.0,6.0,5.0,1.0,7.0,24.0,11.0,12.0,2.0,11.0,6.0,10.0,3.0,6.0,11.0,9.0,6.0,18.0,6.0,8.0,20.0,9.0,48.0,23.0,55.0,24.0,12.0,13.0,14.0,14.0,11.0,4.0,11.0,2.0,6.0,0.0,18.0,7.0,31.0,2.0,5.0,3.0,21.0,21.0,12.0,14.0,4.0,41.0,4.0,12.0,6.0,2.0,16.0,14.0,21.0,13.0,29.0,9.0,18.0,0.0,9.0,6.0,10.0,27.0,4.0,9.0,10.0,8.0,7.0,23.0,2.0,22.0,1.0,13.0,2.0,2.0,24.0,4.0,4.0,6.0,2.0,8.0,14.0,9.0,9.0,14.0,2.0,30.0,41.0,7.0,5.0,4.0,32.0,14.0,8.0,18.0,2.0,11.0,24.0,16.0,29.0,6.0,2.0,5.0,31.0,3.0,13.0,16.0,18.0,7.0,8.0,4.0,8.0,6.0,7.0,7.0,8.0,11.0,25.0,6.0,29.0,2.0,3.0,15.0,14.0,25.0,15.0,10.0,7.0,4.0,6.0,5.0,11.0,5.0,25.0
HEAVEN,45.0,56.0,11.0,5.0,43.0,34.0,11.0,76.0,3.0,7.0,21.0,7.0,41.0,22.0,31.0,15.0,20.0,12.0,4.0,10.0,14.0,8.0,18.0,22.0,25.0,18.0,24.0,40.0,37.0,10.0,23.0,16.0,5.0,23.0,9.0,11.0,46.0,5.0,26.0,7.0,20.0,20.0,45.0,17.0,19.0,18.0,5.0,17.0,17.0,7.0,41.0,7.0,7.0,8.0,34.0,65.0,37.0,11.0,81.0,30.0,11.0,15.0,7.0,15.0,41.0,24.0,15.0,9.0,11.0,12.0,15.0,5.0,16.0,10.0,17.0,8.0,32.0,10.0,12.0,41.0,13.0,100.0,45.0,24.0,118.0,29.0,22.0,28.0,28.0,21.0,9.0,18.0,9.0,13.0,1.0,24.0,14.0,58.0,4.0,10.0,6.0,51.0,41.0,28.0,25.0,5.0,99.0,11.0,17.0,12.0,4.0,23.0,24.0,30.0,32.0,57.0,22.0,36.0,5.0,32.0,20.0,24.0,73.0,10.0,9.0,26.0,10.0,11.0,49.0,6.0,42.0,4.0,20.0,4.0,7.0,56.0,10.0,14.0,11.0,5.0,18.0,24.0,12.0,10.0,30.0,5.0,55.0,82.0,13.0,11.0,8.0,53.0,32.0,17.0,32.0,10.0,12.0,43.0,31.0,54.0,9.0,4.0,7.0,62.0,8.0,23.0,15.0,38.0,9.0,18.0,13.0,9.0,8.0,13.0,16.0,9.0,23.0,47.0,7.0,61.0,7.0,4.0,41.0,22.0,37.0,30.0,16.0,14.0,7.0,15.0,14.0,23.0,5.0,64.0
HELL,24.0,33.0,6.0,5.0,24.0,11.0,4.0,39.0,4.0,4.0,8.0,6.0,26.0,16.0,20.0,11.0,11.0,11.0,2.0,4.0,9.0,4.0,15.0,18.0,14.0,15.0,17.0,23.0,20.0,9.0,12.0,12.0,5.0,15.0,9.0,8.0,29.0,5.0,19.0,5.0,14.0,11.0,27.0,12.0,12.0,11.0,4.0,8.0,7.0,9.0,28.0,6.0,4.0,6.0,26.0,21.0,17.0,8.0,37.0,18.0,8.0,7.0,3.0,11.0,26.0,18.0,13.0,5.0,8.0,11.0,13.0,4.0,9.0,9.0,15.0,6.0,16.0,8.0,8.0,24.0,8.0,48.0,33.0,12.0,29.0,58.0,14.0,13.0,19.0,14.0,5.0,14.0,3.0,8.0,1.0,18.0,7.0,35.0,4.0,2.0,5.0,28.0,21.0,15.0,10.0,4.0,54.0,5.0,12.0,11.0,5.0,16.0,15.0,21.0,19.0,33.0,18.0,23.0,6.0,19.0,11.0,13.0,32.0,9.0,6.0,16.0,6.0,9.0,27.0,4.0,24.0,2.0,14.0,3.0,1.0,27.0,8.0,10.0,7.0,5.0,5.0,16.0,12.0,6.0,23.0,1.0,29.0,40.0,7.0,7.0,6.0,31.0,19.0,14.0,22.0,7.0,8.0,18.0,18.0,32.0,4.0,2.0,5.0,34.0,6.0,17.0,15.0,28.0,5.0,13.0,8.0,5.0,3.0,5.0,7.0,11.0,15.0,27.0,5.0,36.0,5.0,4.0,30.0,12.0,24.0,17.0,11.0,6.0,4.0,9.0,9.0,16.0,5.0,34.0
HERO,22.0,36.0,9.0,6.0,33.0,19.0,7.0,49.0,2.0,5.0,11.0,7.0,23.0,11.0,28.0,12.0,13.0,13.0,3.0,8.0,7.0,4.0,9.0,22.0,14.0,13.0,17.0,18.0,17.0,7.0,13.0,9.0,7.0,15.0,15.0,2.0,29.0,6.0,20.0,4.0,9.0,19.0,24.0,12.0,19.0,10.0,4.0,9.0,7.0,8.0,39.0,7.0,3.0,8.0,32.0,20.0,14.0,12.0,45.0,19.0,9.0,10.0,3.0,21.0,24.0,13.0,10.0,5.0,10.0,11.0,9.0,0.0,13.0,10.0,28.0,7.0,17.0,9.0,6.0,26.0,10.0,61.0,26.0,13.0,22.0,14.0,71.0,18.0,25.0,13.0,5.0,12.0,6.0,10.0,0.0,16.0,11.0,36.0,3.0,4.0,5.0,31.0,23.0,20.0,14.0,5.0,53.0,7.0,15.0,11.0,2.0,18.0,16.0,18.0,23.0,31.0,15.0,26.0,4.0,24.0,17.0,10.0,40.0,4.0,8.0,12.0,2.0,4.0,23.0,5.0,35.0,7.0,14.0,2.0,6.0,37.0,7.0,9.0,7.0,5.0,16.0,15.0,9.0,11.0,23.0,2.0,27.0,51.0,11.0,7.0,3.0,32.0,22.0,11.0,22.0,4.0,14.0,21.0,27.0,26.0,3.0,2.0,6.0,35.0,3.0,16.0,19.0,26.0,11.0,17.0,8.0,3.0,5.0,16.0,7.0,8.0,11.0,40.0,6.0,32.0,6.0,2.0,21.0,13.0,19.0,15.0,7.0,5.0,7.0,21.0,6.0,14.0,8.0,36.0
HORNS,16.0,34.0,8.0,5.0,25.0,18.0,8.0,43.0,2.0,6.0,13.0,7.0,28.0,13.0,26.0,9.0,15.0,9.0,2.0,7.0,13.0,8.0,9.0,12.0,16.0,12.0,16.0,22.0,23.0,8.0,16.0,8.0,5.0,16.0,10.0,8.0,28.0,7.0,26.0,4.0,13.0,10.0,25.0,10.0,14.0,9.0,4.0,13.0,7.0,7.0,33.0,6.0,4.0,7.0,26.0,26.0,21.0,13.0,37.0,22.0,6.0,8.0,4.0,15.0,24.0,20.0,10.0,6.0,10.0,6.0,12.0,2.0,10.0,9.0,20.0,9.0,12.0,9.0,9.0,32.0,13.0,56.0,32.0,14.0,28.0,13.0,18.0,65.0,23.0,14.0,5.0,12.0,7.0,9.0,1.0,16.0,13.0,32.0,5.0,6.0,8.0,28.0,24.0,21.0,10.0,6.0,50.0,9.0,12.0,10.0,3.0,20.0,14.0,19.0,21.0,30.0,16.0,25.0,2.0,21.0,15.0,12.0,39.0,9.0,7.0,13.0,5.0,7.0,30.0,5.0,26.0,7.0,17.0,3.0,6.0,37.0,7.0,7.0,8.0,4.0,21.0,14.0,17.0,12.0,26.0,2.0,27.0,45.0,11.0,6.0,2.0,31.0,19.0,9.0,15.0,4.0,14.0,22.0,27.0,27.0,12.0,1.0,7.0,35.0,3.0,16.0,13.0,22.0,13.0,14.0,8.0,8.0,3.0,13.0,6.0,7.0,13.0,30.0,7.0,31.0,4.0,4.0,24.0,14.0,29.0,13.0,12.0,8.0,10.0,15.0,7.0,16.0,4.0,25.0
HORSE,31.0,45.0,10.0,4.0,30.0,22.0,5.0,49.0,4.0,6.0,15.0,5.0,34.0,13.0,39.0,11.0,16.0,10.0,1.0,7.0,12.0,4.0,13.0,17.0,17.0,24.0,20.0,21.0,23.0,11.0,15.0,12.0,8.0,17.0,9.0,6.0,31.0,5.0,21.0,5.0,15.0,15.0,36.0,13.0,17.0,16.0,8.0,16.0,6.0,9.0,43.0,6.0,6.0,9.0,38.0,25.0,19.0,15.0,49.0,28.0,13.0,10.0,4.0,23.0,30.0,25.0,12.0,4.0,14.0,14.0,14.0,2.0,9.0,10.0,24.0,8.0,18.0,14.0,8.0,30.0,13.0,63.0,36.0,14.0,28.0,19.0,25.0,23.0,73.0,17.0,11.0,19.0,6.0,10.0,1.0,17.0,7.0,40.0,6.0,6.0,5.0,37.0,26.0,21.0,15.0,7.0,59.0,7.0,17.0,15.0,6.0,24.0,18.0,21.0,29.0,33.0,19.0,33.0,9.0,29.0,20.0,14.0,38.0,9.0,7.0,14.0,6.0,6.0,27.0,5.0,34.0,5.0,23.0,5.0,8.0,38.0,9.0,11.0,12.0,5.0,17.0,21.0,19.0,11.0,26.0,3.0,31.0,47.0,11.0,7.0,6.0,38.0,20.0,14.0,25.0,6.0,16.0,27.0,35.0,32.0,4.0,2.0,7.0,38.0,2.0,18.0,19.0,33.0,13.0,16.0,10.0,7.0,3.0,10.0,11.0,10.0,14.0,33.0,6.0,39.0,11.0,4.0,32.0,14.0,30.0,25.0,14.0,7.0,9.0,21.0,11.0,20.0,11.0,31.0
HOUSE,16.0,21.0,5.0,3.0,19.0,10.0,4.0,31.0,3.0,4.0,6.0,2.0,18.0,11.0,18.0,11.0,13.0,6.0,2.0,2.0,7.0,2.0,10.0,18.0,11.0,12.0,17.0,17.0,20.0,5.0,18.0,10.0,5.0,19.0,5.0,5.0,19.0,6.0,15.0,5.0,9.0,7.0,23.0,13.0,9.0,6.0,3.0,8.0,15.0,5.0,24.0,4.0,4.0,9.0,18.0,15.0,14.0,6.0,29.0,18.0,10.0,6.0,2.0,8.0,21.0,14.0,10.0,6.0,10.0,13.0,12.0,0.0,11.0,9.0,15.0,5.0,9.0,9.0,6.0,21.0,9.0,37.0,21.0,11.0,21.0,14.0,13.0,14.0,17.0,40.0,5.0,10.0,2.0,11.0,1.0,16.0,6.0,23.0,2.0,4.0,4.0,22.0,16.0,13.0,8.0,4.0,37.0,8.0,9.0,12.0,4.0,21.0,10.0,16.0,21.0,25.0,8.0,20.0,2.0,16.0,9.0,11.0,22.0,8.0,7.0,6.0,4.0,6.0,18.0,5.0,21.0,1.0,14.0,2.0,4.0,22.0,8.0,10.0,10.0,5.0,6.0,19.0,9.0,10.0,19.0,2.0,22.0,28.0,7.0,9.0,2.0,23.0,11.0,10.0,22.0,6.0,9.0,18.0,16.0,24.0,2.0,2.0,5.0,25.0,3.0,15.0,12.0,19.0,7.0,13.0,7.0,4.0,4.0,5.0,6.0,9.0,16.0,20.0,4.0,29.0,4.0,3.0,22.0,8.0,17.0,9.0,9.0,8.0,7.0,5.0,4.0,16.0,3.0,18.0
